model,version,year,km,color,price,location
Giulietta,1.6 JTD Distinctive,2015,51250,Beyaz,523000,Ankara Yenimahalle
Giulietta,1.6 JTD Super TCT,2018,50000,Kahverengi,735750,İstanbul Esenyurt
Giulietta,1.4 TB MultiAir Distinctive,2012,144000,Beyaz,405750,Adana Seyhan
Giulietta,1.6 JTD Progression Plus,2012,165000,Gri,470000,İstanbul Avcılar
Giulietta,1.6 JTD Distinctive,2012,257300,Kırmızı,432000,Balıkesir Bandırma
156,1.6 TS Distinctive,2005,202000,Mavi,249999,Aydın Nazilli
159,1.9 JTD Distinctive Plus,2007,203000,Siyah,400000,İstanbul Ataşehir
Giulietta,1.6 JTD Distinctive,2014,146000,Siyah,515000,İstanbul Beylikdüzü
Giulietta,1.4 TB MultiAir Distinctive,2013,180000,Beyaz,595750,Gaziantep Şehitkamil
Giulietta,1.6 JTD Distinctive,2014,165000,Siyah,392000,Konya Meram
Giulietta,1.6 JTD Progression Plus,2014,125000,Beyaz,499900,İstanbul Kartal
Giulietta,1.6 JTD Giulietta,2020,44500,Kırmızı,740000,İstanbul Esenler
147,1.6 TS Distinctive,2004,312000,Kırmızı,217500,Malatya Yeşilyurt
Giulietta,1.6 JTD Distinctive,2015,114000,Kırmızı,545000,Sivas Suşehri
Giulietta,1.4 TB MultiAir Distinctive,2012,139000,Beyaz,510000,Ankara Mamak
Giulietta,1.6 JTD Progression Plus,2015,187000,Beyaz,496000,Antalya Muratpaşa
Giulietta,1.4 TB MultiAir Distinctive,2012,111951,Beyaz,535000,İstanbul Kadıköy
Giulietta,1.4 TB MultiAir Distinctive,2011,220000,Siyah,382000,Osmaniye Merkez
156,1.6 TS Distinctive,2005,265000,Siyah,265000,Malatya Battalgazi
156,1.6 TS Progression,2004,284200,Kahverengi,220000,Hatay Kırıkhan
Giulietta,1.6 JTD Distinctive,2014,110000,Kırmızı,498500,İstanbul Esenyurt
147,1.6 TS Distinctive,2004,285834,Gri,200000,Çorum Merkez
Giulia,2.0 T Veloce,2021,12500,Gri,2205000,İstanbul Bağcılar
Giulietta,1.6 JTD Progression Plus,2012,257000,Beyaz,465000,Bursa Osmangazi
Giulietta,1.4 TB MultiAir Progression Pluse,2012,160000,Beyaz,525000,İstanbul Beşiktaş
147,2.0 TS Selespeed Distinctive,2005,194000,Gümüş Gri,217250,Ankara Akyurt
Giulietta,1.6 JTD Distinctive,2011,220000,Kırmızı,480000,Bursa Mudanya
159,1.9 JTD Distinctive Plus,2008,326000,Kırmızı,385000,İstanbul Bağcılar
Giulietta,1.6 JTD Distinctive,2013,177000,Kırmızı,439000,Ankara Çankaya
Giulietta,1.6 JTD Distinctive,2012,329000,Beyaz,377500,İstanbul Çatalca
Giulietta,1.4 TB MultiAir Distinctive,2014,96500,Beyaz,589000,Uşak Merkez
Giulietta,1.6 JTD Distinctive,2013,184000,Beyaz,444000,İzmir Karşıyaka
Giulietta,1.6 JTD Distinctive,2015,179000,Kırmızı,460000,Gaziantep Şehitkamil
MiTo,1.4 T MultiAir TCT,2011,146000,Beyaz,449900,İstanbul Esenyurt
Giulietta,1.6 JTD Distinctive,2012,100500,Beyaz,598000,Kocaeli İzmit
Giulietta,1.6 JTD Progression Plus,2013,163000,Beyaz,425000,İstanbul Maltepe
147,1.6 TS Distinctive,2008,247500,Kırmızı,260000,Balıkesir Ayvalık
Giulietta,1.4 TB MultiAir Distinctive,2011,169000,Beyaz,495000,Hatay Antakya
156,2.0 TS Selespeed,2001,313000,Siyah,225000,Ankara Etimesgut
159,1.9 JTD Distinctive Plus,2008,410000,Bej,299000,Eskişehir Odunpazarı
147,1.6 TS Distinctive,2006,250254,Siyah,220000,Eskişehir Odunpazarı
Giulietta,1.6 JTD Progression Plus,2011,110827,Beyaz,445000,Mersin Yenişehir
Giulietta,1.6 JTD Distinctive,2011,192000,Füme,339000,İstanbul Ataşehir
Giulietta,1.6 JTD Distinctive,2011,220000,Kırmızı,505000,İstanbul Beylikdüzü
Giulietta,1.6 JTD Super TCT,2016,97000,Siyah,764750,İzmir Narlıdere
159,1.9 JTD Distinctive,2008,221000,Siyah,390000,Denizli Merkezefendi
156,2.0 JTS  Distinctive,2004,250000,Siyah,251500,İzmir Buca
159,1.9 JTD Distinctive Plus,2010,207550,Gri,465000,İzmir Konak
Giulietta,1.6 JTD Distinctive,2015,155996,Kırmızı,563000,Ankara Çankaya
Giulietta,1.4 TB Distinctive,2011,129000,Siyah,535000,Gaziantep Şehitkamil
Giulietta,1.6 JTD Progression Plus,2011,270000,Füme,435000,Ankara Etimesgut
156,1.6 TS,2001,194000,Beyaz,182000,Şanlıurfa Haliliye
146,1.4 TS,1998,244000,Bordo,159999,Van Çaldıran
159,1.9 JTD Distinctive Plus,2010,130000,Siyah,445000,Bursa Yıldırım
GT,2.0 JTS Dis.Selespeed,2007,155000,Mavi,380000,İstanbul Bayrampaşa
Spider,3.0 TS,1996,89000,Siyah,575000,İstanbul Kartal
Giulietta,1.4 TB MultiAir Distinctive,2011,79000,Siyah,600000,Van Tuşba
166,2.0 TS Distinctive,2005,290000,Siyah,270000,İzmir Buca
147,1.6 TS Distinctive,2007,273000,Kırmızı,230000,İstanbul Ataşehir
Giulietta,1.4 TB MultiAir Distinctive,2015,54670,Beyaz,682000,Konya Karatay
156,1.6 TS,1999,280000,Mavi,175000,Kırklareli Vize
156,1.6 TS,2001,274400,Kırmızı,200000,Sakarya Adapazarı
159,1.9 JTD Distinctive Plus,2007,239000,Siyah,450900,İstanbul Çekmeköy
145,1.4 TS STD,1999,256000,Kırmızı,116500,Rize Çayeli
Giulietta,1.6 JTD Progression Plus,2012,128000,Beyaz,440000,Bursa Nilüfer
159,1.9 JTD Distinctive,2007,250100,Gri,392000,İstanbul Beyoğlu
145,1.7,1996,204000,Kırmızı,135000,Edirne Merkez
Giulietta,1.4 TB MultiAir Distinctive,2011,213000,Kırmızı,460000,Adana Seyhan
Giulietta,1.6 JTD Super TCT,2017,159000,Gümüş Gri,625000,Eskişehir Odunpazarı
Giulietta,1.4 TB Distinctive,2011,89500,Beyaz,381000,Sakarya Adapazarı
166,3.0 Sportronic,1999,220000,Gri,215000,Kocaeli Çayırova
Giulietta,1.6 JTD Distinctive,2014,152000,Siyah,525000,Ankara Çankaya
156,1.6 TS Distinctive,2003,249000,Lacivert,229500,İzmir Bornova
145,1.6,1996,224000,Kırmızı,85000,Eskişehir Tepebaşı
Giulietta,1.6 JTD Distinctive,2013,163000,Kırmızı,482000,Kocaeli İzmit
156,1.6 TS,2001,279000,Mavi,205000,İstanbul Ümraniye
156,1.6 TS Distinctive,2006,211000,Siyah,285000,Diyarbakır Kulp
146,1.6 TS,1998,305000,Gri,120000,Ankara Etimesgut
146,1.4 TS,1997,223000,Kırmızı,129900,Kocaeli Darıca
156,1.6 TS Distinctive,2004,233000,Siyah,225000,İzmir Gaziemir
147,1.6 TS Distinctive,2005,167000,Siyah,235000,İzmir Kemalpaşa
Giulietta,1.4 TB MultiAir Distinctive,2012,88000,Kırmızı,585000,Antalya Muratpaşa
145,1.4 TS STD,1998,315000,Mavi,123000,Ankara Etimesgut
166,2.0 TS,2002,177000,Bordo,205000,Gaziantep Oğuzeli
147,1.6 TS Distinctive,2005,298500,Mavi,245000,İzmir Bergama
Giulietta,1.4 TB Distinctive,2011,135000,Beyaz,402500,İstanbul Beylikdüzü
Giulietta,1.6 JTD Distinctive,2015,130000,Kırmızı,618000,İstanbul Beykoz
146,1.6 L,1996,332000,Siyah,124000,Adana Seyhan
Giulietta,1.6 JTD Progression Plus,2014,252500,Beyaz,455000,İzmir Bornova
Giulietta,1.4 TB MultiAir Distinctive,2014,119000,Lacivert,615000,Konya Meram
MiTo,1.4 T MultiAir TCT,2013,99000,Beyaz,449900,İstanbul Büyükçekmece
156,1.6 TS Distinctive,2004,260000,Gri,282000,İstanbul Küçükçekmece
Giulietta,1.6 JTD Progression,2018,110000,Beyaz,639000,Ankara Akyurt
146,1.6 L,1996,275000,Şampanya,105000,İstanbul Kadıköy
Giulietta,1.4 TB MultiAir Distinctive,2012,116000,Beyaz,675990,İstanbul Maltepe
147,1.6 TS Progression,2006,360000,Siyah,196000,Antalya Alanya
Giulietta,1.6 JTD Progression Plus,2015,179000,Beyaz,550000,İstanbul Avcılar
146,1.4 TS,1998,288000,Gri,135500,Ankara Elmadağ
156,1.6 TS Distinctive,2004,280000,Gri,242000,Yozgat Sorgun
Giulietta,1.6 JTD Distinctive,2014,213000,Siyah,465000,Kayseri Kocasinan
156,1.6 TS Distinctive,2004,280000,Mavi,230000,İzmir Karşıyaka
Giulietta,1.6 JTD Giulietta,2020,29300,Kırmızı,765000,İstanbul Esenyurt
147,1.6 TS Progression,2009,182000,Kırmızı,284500,İstanbul Sarıyer
Giulietta,1.4 TB MultiAir Distinctive,2011,110000,Beyaz,528000,Çanakkale Yenice
Giulietta,1.4 TB Progression Plus,2013,165000,Beyaz,435500,İstanbul Ataşehir
Giulietta,1.6 JTD Distinctive,2012,180000,Beyaz,369850,İstanbul Eyüpsultan
Giulietta,1.6 JTD Distinctive,2014,220000,Kırmızı,325000,Ankara Yenimahalle
Giulietta,1.6 JTD Super TCT,2016,110000,Gri,815000,Konya Meram
156,2.0 TS Distinctive,2001,272000,Siyah,193000,Ankara Yenimahalle
Giulietta,1.6 JTD Progression Plus,2012,172600,Beyaz,422500,Sakarya Sapanca
Giulietta,1.4 TB Progression Plus,2011,97000,Beyaz,445000,Kocaeli Gebze
Giulietta,1.4 TB Progression Plus,2011,183000,Beyaz,410000,Sivas Merkez
145,1.6,1996,115500,Yeşil,122750,İstanbul Ümraniye
Giulietta,1.6 JTD Distinctive,2014,60173,Kırmızı,535000,İstanbul Ümraniye
147,1.6 TS Distinctive,2003,182000,Kırmızı,232000,İstanbul Küçükçekmece
145,1.6,1996,240000,Kırmızı,137000,Muğla Bodrum
156,1.6 TS,2001,315000,Gümüş Gri,151900,İstanbul Başakşehir
147,2.0 TS Selespeed Distinctive,2005,245000,Siyah,240000,Gaziantep Şehitkamil
147,1.6 TS Distinctive,2007,260000,Bordo,230000,Antalya Alanya
156,1.6 TS Distinctive,2004,176000,Kırmızı,275000,İstanbul Maltepe
MiTo,1.4 T MultiAir TCT Sportivo,2012,106000,Beyaz,515000,İstanbul Beykoz
156,1.6 TS Progression,2004,187000,Siyah,278000,Antalya Kepez
146,1.4 TS,1997,295000,Beyaz,113000,Şanlıurfa Haliliye
GT,2.0 JTS Distinctive,2006,160000,Kırmızı,338000,Kocaeli Başiskele
Giulietta,1.6 JTD Distinctive,2015,179600,Beyaz,473500,Ankara Çankaya
Giulietta,1.4 TB MultiAir Distinctive,2011,120000,Beyaz,450000,İstanbul Ataşehir
Giulietta,1.6 JTD Progression Plus,2011,116000,Beyaz,451500,İstanbul Eyüpsultan
155,2.0 TS Super Losso,1997,280000,Siyah,140000,Konya Selçuklu
MiTo,1.4 T Distinctive,2009,165500,Kırmızı,405000,İstanbul Gaziosmanpaşa
156,1.6 TS Distinctive,2004,264000,Füme,255000,İstanbul Avcılar
Giulietta,1.4 TB MultiAir Super TCT,2017,56750,Beyaz,888000,Rize Merkez
156,1.6 TS,1998,243000,Mavi,141500,İstanbul Diğer
Giulietta,1.4 TB MultiAir Distinctive,2013,145000,Beyaz,449000,Kayseri Kocasinan
147,1.6 TS Progression,2004,197000,Siyah,195000,Ankara Beypazarı
145,1.6,1997,288000,Kırmızı,143000,İstanbul Ataşehir
Giulia,2.0 T Veloce,2022,7350,Siyah,2390000,İstanbul Kadıköy
Giulietta,1.6 JTD Distinctive,2011,162700,Siyah,395900,İzmir Gaziemir
Giulietta,1.6 JTD Progression Plus,2014,128500,Beyaz,502000,İstanbul Zeytinburnu
GT,2.0 JTS Distinctive,2006,124236,Siyah,350000,İstanbul Fatih
Giulietta,1.6 JTD Progression Plus,2013,150000,Beyaz,470000,Antalya Muratpaşa
156,2.0 TS Distinctive,2001,222000,Gri,158500,İstanbul Küçükçekmece
MiTo,1.6 JTD Distinctive,2009,225000,Beyaz,340000,İstanbul Bağcılar
Giulietta,1.4 TB MultiAir Distinctive,2013,76844,Beyaz,619000,Çorum Merkez
147,1.6 TS Distinctive,2004,227000,Siyah,200000,Antalya Muratpaşa
156,2.0 TS Selespeed,2000,353000,Gümüş Gri,235000,İstanbul Ümraniye
MiTo,1.4 T Distinctive,2009,197000,Siyah,345000,Kocaeli İzmit
Giulietta,1.6 JTD Distinctive,2012,122000,Beyaz,462500,İzmir Gaziemir
Giulietta,1.4 TB Progression Plus,2014,63000,Beyaz,550000,İstanbul Büyükçekmece
156,2.0 TS,1998,276000,Siyah,140000,Antalya Alanya
Giulietta,1.6 JTD Distinctive,2012,142500,Kırmızı,430000,Ankara Etimesgut
145,1.6,1996,225000,Siyah,134000,Kocaeli Çayırova
MiTo,1.4 T MultiAir TCT,2011,142125,Beyaz,485000,İstanbul Üsküdar
156,2.0 TS Distinctive,2000,366000,Kırmızı,190000,İstanbul Kadıköy
156,1.6 TS Distinctive,2005,214800,Şampanya,280000,İstanbul Avcılar
Giulietta,1.4 TB MultiAir Distinctive,2014,166000,Kırmızı,635000,Uşak Merkez
Giulietta,1.4 TB MultiAir Distinctive,2012,139000,Gümüş Gri,503000,Ankara Çankaya
GTV,2.0 TB,1997,142000,Beyaz,421000,Antalya Aksu
Giulietta,1.6 JTD Distinctive,2013,190000,Beyaz,465000,Gaziantep Şehitkamil
156,1.6 TS Distinctive,2005,278000,Siyah,240000,Gaziantep Şahinbey
MiTo,1.3 JTD City,2012,161235,Kırmızı,425000,Ankara Çankaya
Giulietta,1.4 TB MultiAir Distinctive,2013,123000,Beyaz,589000,Manisa Salihli
Giulietta,1.6 JTD Super TCT,2020,49000,Beyaz,835000,Antalya Muratpaşa
166,2.0 TS Executive,2001,260000,Siyah,145000,Sivas Şarkışla
Giulietta,1.6 JTD Distinctive,2012,301000,Kırmızı,395000,İstanbul Bağcılar
147,1.6 TS Distinctive,2005,213000,Füme,274000,İstanbul Büyükçekmece
Giulietta,1.4 TB MultiAir Distinctive,2015,87000,Beyaz,630000,İstanbul Küçükçekmece
33,1.5 IE,1990,147000,Kırmızı,75000,İstanbul Pendik
Giulietta,1.6 JTD Distinctive,2012,176500,Beyaz,412500,Ankara Etimesgut
Giulietta,1.6 JTD Progression Plus,2011,238000,Siyah,383000,Gaziantep Şahinbey
Giulietta,1.6 JTD Distinctive,2011,177000,Beyaz,398000,İstanbul Ümraniye
145,1.7,1995,247000,Gri,95000,İstanbul Eyüpsultan
159,1.9 JTD Distinctive Plus,2008,319000,Kahverengi,425000,İzmir Çiğli
159,1.9 JTD Distinctive,2006,269000,Gri,293000,İstanbul Bayrampaşa
145,1.6,1996,215000,Yeşil,140000,Mersin Erdemli
147,2.0 TS Selespeed Distinctive,2004,175000,Bej,215000,İstanbul Ataşehir
Giulietta,1.4 TB MultiAir Distinctive,2011,94000,Gümüş Gri,500000,Balıkesir Karesi
MiTo,1.4 T MultiAir TCT,2013,117000,Beyaz,425000,İstanbul Beşiktaş
Giulietta,1.4 TB MultiAir Distinctive,2012,179900,Beyaz,535000,Antalya Muratpaşa
Giulietta,1.6 JTD Super TCT,2018,155200,Gri,613000,İstanbul Sancaktepe
Giulietta,1.6 JTD Distinctive,2013,161000,Beyaz,470000,İstanbul Sancaktepe
Giulietta,1.4 TB MultiAir Distinctive,2012,288000,Beyaz,409000,Düzce Merkez
Giulietta,1.6 JTD Progression Plus,2012,104700,Beyaz,457500,İstanbul Kadıköy
Giulietta,1.6 JTD Progression,2017,47000,Beyaz,725000,Ankara Çankaya
156,1.6 TS Distinctive,2006,299000,Füme,225000,Aydın Söke
Giulietta,1.6 JTD Distinctive,2011,188000,Beyaz,393750,İstanbul Esenyurt
MiTo,1.4 T MultiAir Quadrifoglio Verde,2010,118000,Kırmızı,365000,İstanbul Esenyurt
Giulietta,1.4 TB MultiAir Distinctive,2014,78000,Kırmızı,665500,Sakarya Serdivan
159,3.2 JTS Q4 Distinctive,2006,208000,Füme,1375000,İstanbul Sarıyer
Giulietta,1.6 JTD Distinctive,2011,188000,Beyaz,470000,İstanbul Maltepe
Giulietta,1.6 JTD Distinctive,2013,235000,Kırmızı,407500,İstanbul Ataşehir
Giulietta,1.6 JTD Progression Plus,2011,178000,Siyah,410000,İstanbul Gaziosmanpaşa
147,1.6 TS Distinctive,2004,253000,Kırmızı,193000,İzmir Çiğli
MiTo,1.4 T Distinctive,2009,168000,Sarı,339000,İstanbul Kadıköy
156,1.6 TS Distinctive,2004,262000,Gri,230000,Hatay Dörtyol
147,1.6 TS Progression,2009,93800,Siyah,337500,İstanbul Beylikdüzü
Giulietta,1.6 JTD Distinctive,2012,215000,Kırmızı,445000,Denizli Acıpayam
156,2.0 TS Distinctive,2000,370000,Gri,187000,Muğla Milas
MiTo,1.6 JTD Progression,2009,217000,Kahverengi,335900,İstanbul Büyükçekmece
156,1.6 TS Distinctive,2005,187000,Siyah,283000,Balıkesir Karesi
Giulietta,1.6 JTD Distinctive,2015,103084,Siyah,588000,Ankara Çankaya
156,1.6 TS Distinctive,2005,240000,Gri,270000,Mardin Savur
Giulietta,1.6 JTD Distinctive,2014,170000,Beyaz,580000,İzmir Karşıyaka
159,1.9 JTD Distinctive Plus,2008,269000,Bordo,337900,İstanbul Bağcılar
Giulietta,1.6 JTD Distinctive,2015,118000,Beyaz,520000,Ankara Çankaya
147,1.6 TS Distinctive,2005,320000,Kırmızı,265000,Mersin Silifke
Giulietta,1.4 TB MultiAir Distinctive,2014,134990,Kırmızı,639000,İstanbul Üsküdar
Giulia,2.0 T Sprint,2020,32700,Lacivert,1919000,İstanbul Üsküdar
156,2.0 TS Executive,1999,230000,Gümüş Gri,172000,Eskişehir Odunpazarı
Giulietta,1.6 JTD Super TCT,2016,75800,Kırmızı,688900,Denizli Sarayköy
Giulietta,1.6 JTD Distinctive,2012,245000,Beyaz,420000,İstanbul Kadıköy
147,1.6 TS Distinctive,2004,210000,Gri,233000,İzmir Güzelbahçe
Brera,3.2 JTS Q4 Sky Window,2006,6080,Siyah,1700000,İstanbul Maltepe
Giulietta,1.6 JTD Super TCT,2016,105000,Kırmızı,689000,Mersin Yenişehir
Giulietta,1.6 JTD Super TCT,2016,140000,Beyaz,725000,Eskişehir Odunpazarı
156,1.6 TS Progression,2004,220000,Kırmızı,294500,Burdur Bucak
Giulietta,1.6 JTD Distinctive,2014,117000,Beyaz,509000,İstanbul Başakşehir
Giulietta,1.6 JTD Distinctive,2015,103000,Kırmızı,550000,Diyarbakır Kayapınar
159,1.9 JTD Distinctive,2006,212000,Siyah,365000,Balıkesir Altıeylül
156,1.6 TS Distinctive,2006,360000,Siyah,190000,İstanbul Ataşehir
Giulietta,1.4 TB MultiAir Distinctive,2015,89592,Beyaz,779000,Ankara Etimesgut
Giulietta,1.6 JTD Distinctive,2014,90000,Siyah,517000,Bartın Merkez
156,2.0 TS Executive,1999,227000,Siyah,180000,Eskişehir Tepebaşı
147,1.6 TS Progression,2004,230000,Siyah,200000,Erzurum Yakutiye
Giulietta,1.4 TB MultiAir Distinctive,2012,116000,Beyaz,615750,İstanbul Pendik
Giulietta,1.6 JTD Progression,2016,166000,Beyaz,659000,Adana Seyhan
159,1.9 JTD Distinctive Plus,2009,187000,Beyaz,450000,İzmir Konak
147,1.6 TS Distinctive,2005,299000,Siyah,215000,Nevşehir Merkez
MiTo,1.4 T MultiAir TCT Sportivo,2011,97000,Beyaz,515000,Kocaeli Gebze
Giulietta,1.6 JTD Distinctive,2013,156000,Beyaz,420000,İstanbul Kartal
147,1.6 TS Black Line,2006,175000,Siyah,245000,İstanbul Beşiktaş
156,1.6 TS Distinctive,2004,185000,Füme,272500,İstanbul Kadıköy
156,1.6 TS Distinctive,2004,290000,Gümüş Gri,239750,Ankara Keçiören
Giulietta,1.6 JTD Distinctive,2014,169000,Beyaz,490000,Tekirdağ Çorlu
147,1.6 TS Distinctive,2004,223000,Kırmızı,229750,Çorum Merkez
Giulia,2.0 T Veloce,2020,46000,Mavi,2150000,İstanbul Kadıköy
159,1.9 JTD Distinctive,2008,300500,Siyah,385000,İstanbul Zeytinburnu
Giulietta,1.4 TB MultiAir Distinctive,2013,123000,Beyaz,465000,İstanbul Sarıyer
Giulietta,1.4 TB Distinctive,2011,104000,Beyaz,455000,İstanbul Pendik
156,2.0 TS,2000,287000,Siyah,170000,Aydın Söke
Giulietta,1.4 TB MultiAir Distinctive,2013,90550,Beyaz,620000,İstanbul Maltepe
Giulietta,1.4 TB MultiAir Distinctive,2012,165000,Füme,535000,İstanbul Fatih
146,1.6 TS,1997,352000,Lacivert,121000,İstanbul Küçükçekmece
156,1.6 TS Distinctive,2004,248000,Bej,265000,İzmir Karabağlar
Giulietta,1.6 JTD Distinctive,2014,150000,Kırmızı,449000,İstanbul Çekmeköy
Giulietta,1.6 JTD Distinctive,2012,220000,Beyaz,443000,İstanbul Sancaktepe
147,1.6 TS Distinctive,2008,158000,Kırmızı,295000,Sivas Merkez
147,1.6 TS Progression,2003,238500,Kırmızı,204000,Ankara Mamak
Giulietta,1.75 TBI Quadrifoglio Verde,2011,167000,Kırmızı,680000,Antalya Konyaaltı
147,1.6 TS Distinctive,2006,228000,Gri,255000,İstanbul Esenyurt
MiTo,1.6 JTD Distinctive,2010,270000,Beyaz,325000,İstanbul Başakşehir
156,2.0 TS Selespeed,2001,290000,Mavi,220000,İstanbul Başakşehir
159,1.9 JTD Distinctive,2007,208412,Gümüş Gri,370000,İzmir Karşıyaka
159,1.9 JTD Distinctive,2006,262000,Siyah,335000,Diğer
156,1.6 TS Distinctive,2004,343000,Lacivert,215000,Muğla Bodrum
145,1.4 TS STD,1998,180000,Lacivert,117500,Antalya Diğer
MiTo,1.4 T Distinctive,2011,178000,Siyah,420000,İstanbul Maltepe
156,2.0 TS,1998,300010,Gümüş Gri,162000,Denizli Pamukkale
Giulietta,1.6 JTD Progression Plus,2014,175000,Gri,510000,İstanbul Pendik
147,1.9 JTD Q2,2003,261000,Siyah,225000,İstanbul Kadıköy
Giulietta,1.6 JTD Distinctive,2011,270000,Beyaz,620000,Muğla Bodrum
Giulietta,1.4 TB MultiAir Distinctive,2012,129700,Beyaz,615000,İstanbul Ataşehir
146,1.4 TS,1998,222000,Bordo,120000,İstanbul Küçükçekmece
156,1.6 TS Distinctive,2004,243000,Kırmızı,239500,Eskişehir Odunpazarı
Giulietta,1.6 JTD Distinctive,2011,171000,Beyaz,405000,İstanbul Küçükçekmece
Giulietta,1.4 TB Distinctive,2011,118000,Beyaz,445000,İstanbul Esenler
Giulia,2.0 T Veloce,2022,20000,Füme,2430000,İstanbul Başakşehir
Giulietta,1.6 JTD Distinctive,2011,270000,Beyaz,384750,Ankara Sincan
Giulietta,1.4 TB MultiAir Distinctive,2012,71000,Beyaz,544000,İstanbul Maltepe
MiTo,1.3 JTD City,2014,111889,Kırmızı,400000,Gaziantep Şehitkamil
147,1.6 TS Distinctive,2005,259000,Siyah,235000,Afyonkarahisar Merkez
147,1.6 TS Distinctive,2004,344191,Mavi,185000,Manisa Yunusemre
159,2.4 JTD Distinctive,2007,311000,Füme,357500,İstanbul Kadıköy
Giulietta,1.4 TB MultiAir Distinctive,2011,191000,Bordo,420000,Kocaeli Gebze
Giulietta,1.4 TB MultiAir Distinctive,2011,174000,Beyaz,520000,İstanbul Bahçelievler
Giulietta,1.4 TB Progression Plus,2014,130758,Kırmızı,490000,Balıkesir Bandırma
MiTo,1.3 JTD City,2012,191000,Beyaz,352500,İstanbul Maltepe
Giulia,2.0 T Veloce,2022,10243,Beyaz,2430000,Konya Karatay
146,1.6 TS,1997,352000,Lacivert,121000,İstanbul Küçükçekmece
166,2.0 TB,1999,260000,Siyah,173000,İzmir Bornova
147,1.6 TS Distinctive,2003,232300,Kırmızı,188000,Aydın Nazilli
Giulietta,1.4 TB MultiAir Super TCT,2016,87000,Beyaz,799000,İzmir Karabağlar
Giulietta,1.6 JTD Progression Plus,2012,152000,Beyaz,445000,İzmir Gaziemir
Giulietta,1.6 JTD Progression Plus,2014,110000,Siyah,515000,İstanbul Kartal
146,1.6 L,1997,272300,Siyah,125000,İstanbul Üsküdar
159,1.9 JTD Distinctive Plus,2007,243000,Bordo,485000,İstanbul Ataşehir
156,1.6 TS Distinctive,2005,326000,Mavi,259000,Muğla Bodrum
